name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
HIP-2-3 web.007,06 Upper roof trusses,MGP10 pine,24.926,5.32,6.2951,35.0,90.0,1388.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-3 vertical.002,06 Upper roof trusses,MGP10 pine,24.926,2.1,6.2951,35.0,90.0,1040.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-3 plate.002,09 Bracing and connections,Galvanised connectors,24.946,2.1,6.8152,1.5,100.0,100.0,Roof shop drawings,"Representative joint plate, no teeth"
HIP-2-3 vertical.003,06 Upper roof trusses,MGP10 pine,24.926,5.78,6.2951,35.0,90.0,1040.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-3 plate.003,09 Bracing and connections,Galvanised connectors,24.946,5.78,6.8152,1.5,100.0,100.0,Roof shop drawings,"Representative joint plate, no teeth"
HIP-2-4 bottom,06 Upper roof trusses,MGP10 pine,23.99,3.94,5.775,35.0,90.0,7880.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 top,06 Upper roof trusses,MGP10 pine,23.99,1.225,6.4072,35.0,90.0,3917.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 top.001,06 Upper roof trusses,MGP10 pine,23.99,3.94,7.2349,35.0,90.0,1880.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 top.002,06 Upper roof trusses,MGP10 pine,23.99,6.655,6.4072,35.0,90.0,3917.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 web,06 Upper roof trusses,MGP10 pine,23.99,3.235,6.505,35.0,90.0,1533.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 web.001,06 Upper roof trusses,MGP10 pine,23.99,3.705,6.505,35.0,90.0,1533.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 web.002,06 Upper roof trusses,MGP10 pine,23.99,4.175,6.505,35.0,90.0,1533.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 web.003,06 Upper roof trusses,MGP10 pine,23.99,4.645,6.505,35.0,90.0,1533.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 vertical,06 Upper roof trusses,MGP10 pine,23.99,3.0,6.505,35.0,90.0,1459.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 plate,09 Bracing and connections,Galvanised connectors,24.01,3.0,7.2349,1.5,100.0,100.0,Roof shop drawings,"Representative joint plate, no teeth"
HIP-2-4 vertical.001,06 Upper roof trusses,MGP10 pine,23.99,4.88,6.505,35.0,90.0,1459.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
HIP-2-4 plate.001,09 Bracing and connections,Galvanised connectors,24.01,4.88,7.2349,1.5,100.0,100.0,Roof shop drawings,"Representative joint plate, no teeth"
H1 hip,06 Upper roof trusses,MGP10 pine,8.075,1.695,6.6264,35.0,140.0,6686.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
H1 hip.001,06 Upper roof trusses,MGP10 pine,8.075,6.185,6.6264,35.0,140.0,6686.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-1 jack top,06 Upper roof trusses,MGP10 pine,6.33,0.45,5.8127,35.0,90.0,1103.4,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-1 jack bottom,06 Upper roof trusses,MGP10 pine,6.605,0.45,5.775,35.0,90.0,450.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-1 jack end web,06 Upper roof trusses,MGP10 pine,6.83,0.45,5.9104,35.0,90.0,270.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-2 jack top,06 Upper roof trusses,MGP10 pine,6.78,1.35,6.0225,35.0,90.0,2096.4,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-2 jack bottom,06 Upper roof trusses,MGP10 pine,7.055,1.35,5.775,35.0,90.0,1350.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-2 jack end web,06 Upper roof trusses,MGP10 pine,7.73,1.35,6.1203,35.0,90.0,690.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-3 jack top,06 Upper roof trusses,MGP10 pine,7.23,2.25,6.2324,35.0,90.0,3089.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-3 jack bottom,06 Upper roof trusses,MGP10 pine,7.505,2.25,5.775,35.0,90.0,2250.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-3 jack end web,06 Upper roof trusses,MGP10 pine,8.63,2.25,6.3301,35.0,90.0,1110.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-4 jack top,06 Upper roof trusses,MGP10 pine,7.68,3.15,6.4422,35.0,90.0,4082.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-4 jack bottom,06 Upper roof trusses,MGP10 pine,7.955,3.15,5.775,35.0,90.0,3150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-4 jack end web,06 Upper roof trusses,MGP10 pine,9.53,3.15,6.5399,35.0,90.0,1529.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-5 jack top,06 Upper roof trusses,MGP10 pine,8.02,4.05,6.6007,35.0,90.0,4832.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-5 jack bottom,06 Upper roof trusses,MGP10 pine,8.295,4.05,5.775,35.0,90.0,3830.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-5 jack end web,06 Upper roof trusses,MGP10 pine,10.21,4.05,6.6985,35.0,90.0,1847.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-6 jack top,06 Upper roof trusses,MGP10 pine,7.57,4.95,6.3909,35.0,90.0,3839.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-6 jack bottom,06 Upper roof trusses,MGP10 pine,7.845,4.95,5.775,35.0,90.0,2930.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-6 jack end web,06 Upper roof trusses,MGP10 pine,9.31,4.95,6.4886,35.0,90.0,1427.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-7 jack top,06 Upper roof trusses,MGP10 pine,7.12,5.85,6.1811,35.0,90.0,2846.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-7 jack bottom,06 Upper roof trusses,MGP10 pine,7.395,5.85,5.775,35.0,90.0,2030.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-7 jack end web,06 Upper roof trusses,MGP10 pine,8.41,5.85,6.2788,35.0,90.0,1007.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-8 jack top,06 Upper roof trusses,MGP10 pine,6.67,6.75,5.9712,35.0,90.0,1853.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-8 jack bottom,06 Upper roof trusses,MGP10 pine,6.945,6.75,5.775,35.0,90.0,1130.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J1-8 jack end web,06 Upper roof trusses,MGP10 pine,7.51,6.75,6.069,35.0,90.0,587.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
H2 hip,06 Upper roof trusses,MGP10 pine,25.295,1.695,6.6264,35.0,140.0,6686.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
H2 hip.001,06 Upper roof trusses,MGP10 pine,25.295,6.185,6.6264,35.0,140.0,6686.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-1 jack top,06 Upper roof trusses,MGP10 pine,27.04,0.45,5.8127,35.0,90.0,1103.4,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-1 jack bottom,06 Upper roof trusses,MGP10 pine,26.765,0.45,5.775,35.0,90.0,450.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-1 jack end web,06 Upper roof trusses,MGP10 pine,26.54,0.45,5.9104,35.0,90.0,270.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-2 jack top,06 Upper roof trusses,MGP10 pine,26.59,1.35,6.0225,35.0,90.0,2096.4,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-2 jack bottom,06 Upper roof trusses,MGP10 pine,26.315,1.35,5.775,35.0,90.0,1350.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-2 jack end web,06 Upper roof trusses,MGP10 pine,25.64,1.35,6.1203,35.0,90.0,690.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-3 jack top,06 Upper roof trusses,MGP10 pine,26.14,2.25,6.2324,35.0,90.0,3089.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-3 jack bottom,06 Upper roof trusses,MGP10 pine,25.865,2.25,5.775,35.0,90.0,2250.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-3 jack end web,06 Upper roof trusses,MGP10 pine,24.74,2.25,6.3301,35.0,90.0,1110.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-4 jack top,06 Upper roof trusses,MGP10 pine,25.69,3.15,6.4422,35.0,90.0,4082.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-4 jack bottom,06 Upper roof trusses,MGP10 pine,25.415,3.15,5.775,35.0,90.0,3150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-4 jack end web,06 Upper roof trusses,MGP10 pine,23.84,3.15,6.5399,35.0,90.0,1529.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-5 jack top,06 Upper roof trusses,MGP10 pine,25.35,4.05,6.6007,35.0,90.0,4832.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-5 jack bottom,06 Upper roof trusses,MGP10 pine,25.075,4.05,5.775,35.0,90.0,3830.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-5 jack end web,06 Upper roof trusses,MGP10 pine,23.16,4.05,6.6985,35.0,90.0,1847.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-6 jack top,06 Upper roof trusses,MGP10 pine,25.8,4.95,6.3909,35.0,90.0,3839.8,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-6 jack bottom,06 Upper roof trusses,MGP10 pine,25.525,4.95,5.775,35.0,90.0,2930.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-6 jack end web,06 Upper roof trusses,MGP10 pine,24.06,4.95,6.4886,35.0,90.0,1427.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-7 jack top,06 Upper roof trusses,MGP10 pine,26.25,5.85,6.1811,35.0,90.0,2846.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-7 jack bottom,06 Upper roof trusses,MGP10 pine,25.975,5.85,5.775,35.0,90.0,2030.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-7 jack end web,06 Upper roof trusses,MGP10 pine,24.96,5.85,6.2788,35.0,90.0,1007.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-8 jack top,06 Upper roof trusses,MGP10 pine,26.7,6.75,5.9712,35.0,90.0,1853.7,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-8 jack bottom,06 Upper roof trusses,MGP10 pine,26.425,6.75,5.775,35.0,90.0,1130.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
J2-8 jack end web,06 Upper roof trusses,MGP10 pine,25.86,6.75,6.069,35.0,90.0,587.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten,11 Roof battens,MGP10 pine,16.685,-0.55,5.6495,45.0,35.0,21710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.001,11 Roof battens,MGP10 pine,16.685,8.43,5.6495,45.0,35.0,21710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten,11 Roof battens,MGP10 pine,5.83,3.94,5.6495,45.0,35.0,8980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.001,11 Roof battens,MGP10 pine,27.54,3.94,5.6495,45.0,35.0,8980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.002,11 Roof battens,MGP10 pine,16.685,0.2,5.9993,45.0,35.0,20210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.003,11 Roof battens,MGP10 pine,16.685,7.68,5.9993,45.0,35.0,20210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.002,11 Roof battens,MGP10 pine,6.58,3.94,5.9993,45.0,35.0,7480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.003,11 Roof battens,MGP10 pine,26.79,3.94,5.9993,45.0,35.0,7480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.004,11 Roof battens,MGP10 pine,16.685,0.95,6.349,45.0,35.0,18710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.005,11 Roof battens,MGP10 pine,16.685,6.93,6.349,45.0,35.0,18710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.004,11 Roof battens,MGP10 pine,7.33,3.94,6.349,45.0,35.0,5980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.005,11 Roof battens,MGP10 pine,26.04,3.94,6.349,45.0,35.0,5980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.006,11 Roof battens,MGP10 pine,16.685,1.7,6.6987,45.0,35.0,17210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.007,11 Roof battens,MGP10 pine,16.685,6.18,6.6987,45.0,35.0,17210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.006,11 Roof battens,MGP10 pine,8.08,3.94,6.6987,45.0,35.0,4480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.007,11 Roof battens,MGP10 pine,25.29,3.94,6.6987,45.0,35.0,4480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.008,11 Roof battens,MGP10 pine,16.685,2.45,7.0485,45.0,35.0,15710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.009,11 Roof battens,MGP10 pine,16.685,5.43,7.0485,45.0,35.0,15710.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.008,11 Roof battens,MGP10 pine,8.83,3.94,7.0485,45.0,35.0,2980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.009,11 Roof battens,MGP10 pine,24.54,3.94,7.0485,45.0,35.0,2980.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.010,11 Roof battens,MGP10 pine,16.685,3.2,7.3982,45.0,35.0,14210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Main roof batten.011,11 Roof battens,MGP10 pine,16.685,4.68,7.3982,45.0,35.0,14210.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.010,11 Roof battens,MGP10 pine,9.58,3.94,7.3982,45.0,35.0,1480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
Hip end batten.011,11 Roof battens,MGP10 pine,23.79,3.94,7.3982,45.0,35.0,1480.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 bottom,07 Garage roof,MGP10 pine,0.2,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 top,07 Garage roof,MGP10 pine,0.2,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical,07 Garage roof,MGP10 pine,0.2,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.001,07 Garage roof,MGP10 pine,0.2,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.002,07 Garage roof,MGP10 pine,0.2,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.003,07 Garage roof,MGP10 pine,0.2,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.004,07 Garage roof,MGP10 pine,0.2,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.005,07 Garage roof,MGP10 pine,0.2,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 vertical.006,07 Garage roof,MGP10 pine,0.2,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web,07 Garage roof,MGP10 pine,0.2,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web.001,07 Garage roof,MGP10 pine,0.2,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web.002,07 Garage roof,MGP10 pine,0.2,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web.003,07 Garage roof,MGP10 pine,0.2,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web.004,07 Garage roof,MGP10 pine,0.2,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-01 web.005,07 Garage roof,MGP10 pine,0.2,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 bottom,07 Garage roof,MGP10 pine,1.075,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 top,07 Garage roof,MGP10 pine,1.075,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical,07 Garage roof,MGP10 pine,1.075,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.001,07 Garage roof,MGP10 pine,1.075,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.002,07 Garage roof,MGP10 pine,1.075,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.003,07 Garage roof,MGP10 pine,1.075,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.004,07 Garage roof,MGP10 pine,1.075,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.005,07 Garage roof,MGP10 pine,1.075,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 vertical.006,07 Garage roof,MGP10 pine,1.075,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web,07 Garage roof,MGP10 pine,1.075,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web.001,07 Garage roof,MGP10 pine,1.075,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web.002,07 Garage roof,MGP10 pine,1.075,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web.003,07 Garage roof,MGP10 pine,1.075,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web.004,07 Garage roof,MGP10 pine,1.075,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-02 web.005,07 Garage roof,MGP10 pine,1.075,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 bottom,07 Garage roof,MGP10 pine,1.95,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 top,07 Garage roof,MGP10 pine,1.95,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical,07 Garage roof,MGP10 pine,1.95,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.001,07 Garage roof,MGP10 pine,1.95,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.002,07 Garage roof,MGP10 pine,1.95,7.0,3.0098,35.0,90.0,531.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.003,07 Garage roof,MGP10 pine,1.95,5.975,2.965,35.0,90.0,442.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.004,07 Garage roof,MGP10 pine,1.95,4.95,2.9201,35.0,90.0,352.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.005,07 Garage roof,MGP10 pine,1.95,3.925,2.8753,35.0,90.0,262.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 vertical.006,07 Garage roof,MGP10 pine,1.95,2.9,2.8305,35.0,90.0,172.9,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web,07 Garage roof,MGP10 pine,1.95,8.5375,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web.001,07 Garage roof,MGP10 pine,1.95,7.5125,3.0547,35.0,90.0,1198.6,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web.002,07 Garage roof,MGP10 pine,1.95,6.4875,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web.003,07 Garage roof,MGP10 pine,1.95,5.4625,2.965,35.0,90.0,1116.2,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web.004,07 Garage roof,MGP10 pine,1.95,4.4375,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-03 web.005,07 Garage roof,MGP10 pine,1.95,3.4125,2.8753,35.0,90.0,1058.1,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 bottom,07 Garage roof,MGP10 pine,2.825,5.975,2.699,35.0,90.0,6150.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 top,07 Garage roof,MGP10 pine,2.825,5.975,3.231,35.0,90.0,6173.5,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical,07 Garage roof,MGP10 pine,2.825,9.05,3.0995,35.0,90.0,711.0,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
T5-04 vertical.001,07 Garage roof,MGP10 pine,2.825,8.025,3.0547,35.0,90.0,621.3,"Roof Truss Frame K0964, 10 April 2026",Scheduled basic geometry; see notes for simplified special trusses
